ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_4860,NN-966,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Dennehotso,,,,,,,-109.852523,36.84186,1554.48,,,,,,,,5/17/16 12:30,Tulley-Cordova et al 2021 (via waterisotopesDB.org),34.3 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.204152411,0.014875392,,,,,,,,-42.72227868,0.105061904,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4861,NN-967,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,6/1/16 9:21,Tulley-Cordova et al 2021 (via waterisotopesDB.org),241.5 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.790883569,0.024633718,,,,,,,,-55.84779469,0.13538688,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4862,NN-968,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,6/1/16 9:21,Tulley-Cordova et al 2021 (via waterisotopesDB.org),"282.4 g, no oil",Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.775020044,0.029615763,,,,,,,,-55.45308236,0.191433615,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4863,NN-969,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Bluff WX,,,,,,,-109.58782,37.18536,1556.918,,,,,,,,5/27/16 11:00,Tulley-Cordova et al 2021 (via waterisotopesDB.org),99.9 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.658623846,0.039011412,,,,,,,,-62.60314457,0.055377692,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4864,NN-970,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Bluff WX,,,,,,,-109.58782,37.18536,1556.918,,,,,,,,5/27/16 11:00,Tulley-Cordova et al 2021 (via waterisotopesDB.org),"107.0 g, no oil",Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.579867288,0.015865967,,,,,,,,-62.66165836,0.069101522,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4865,NN-971,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,4/29/16 15:30,Tulley-Cordova et al 2021 (via waterisotopesDB.org),2.0 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.24991403,0.016150658,,,,,,,,-99.04783031,0.126765333,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4866,NN-972,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,5/2/16 20:05,Tulley-Cordova et al 2021 (via waterisotopesDB.org),169.3 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.87018911,0.038109116,,,,,,,,-121.4583872,0.078110229,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4867,NN-973,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,5/18/16 17:39,Tulley-Cordova et al 2021 (via waterisotopesDB.org),220.9 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.910260551,0.021948677,,,,,,,,-56.39826985,0.102476031,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4868,NN-974,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,3/22/16 17:30,Tulley-Cordova et al 2021 (via waterisotopesDB.org),348.9 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.03495393,0.030015406,,,,,,,,-72.612698045,0.1367245985,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4869,NN-975,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Fort Defiance WMB,,,,,,,-109.072078,35.744653,2086.356,,,,,,,,5/18/16 7:18,Tulley-Cordova et al 2021 (via waterisotopesDB.org),56.6 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.46970613,0.041330316,,,,,,,,-47.72881496,0.126288322,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4870,NN-976,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Fort Defiance WMB,,,,,,,-109.072078,35.744653,2086.356,,,,,,,,5/31/16 10:05,Tulley-Cordova et al 2021 (via waterisotopesDB.org),1.7 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.938103869,0.02538303,,,,,,,,-50.82870572,0.078140866,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4871,NN-978,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Ojo Encino,,,,,,,-107.344873,35.958355,2069.592,,,,,,,,5/31/16 13:15,Tulley-Cordova et al 2021 (via waterisotopesDB.org),8.3 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.100544917,0.040143725,,,,,,,,-43.82077605,0.18109416,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4872,NN-979,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Bird Springs,,,,,,,-110.836547,35.320414,1446.581,,,,,,,,6/2/16 13:10,Tulley-Cordova et al 2021 (via waterisotopesDB.org),17.6 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.496691061,0.021201429,,,,,,,,-35.00609481,0.238483341,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4873,NN-980,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Rock Springs,,,,,,,-108.823239,35.608006,2006.803,,,,,,,,7/18/16 0:00,Tulley-Cordova et al 2021 (via waterisotopesDB.org),4 g collected not using collector Rain 7/17,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067072287,0.02895065,,,,,,,,0.224530137,0.153166358,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4874,NN-981,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Bodaway Gap,,,,,,,-111.572804,36.276372,1706.88,,,,,,,,6/6/16 15:12,Tulley-Cordova et al 2021 (via waterisotopesDB.org),2.2 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21193589,0.027439334,,,,,,,,21.90995198,0.143174647,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4875,NN-982,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Oljato Old TP,,,,,,,-110.318788,37.036461,1469.136,,,,,,,,6/6/16 8:42,Tulley-Cordova et al 2021 (via waterisotopesDB.org),29.1 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.279760955,0.027021421,,,,,,,,-28.07628681,0.157958726,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4876,NN-983,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,North Leupp Farm WX,,,,,,,-111.004225,35.335926,1426.464,,,,,,,,6/2/16 12:43,Tulley-Cordova et al 2021 (via waterisotopesDB.org),"32.6 g, no oil",Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.749715971,0.015012904,,,,,,,,-47.61905921,0.064451699,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4877,NN-984,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,North Leupp Farm WX,,,,,,,-111.004225,35.335926,1426.464,,,,,,,,6/2/16 12:43,Tulley-Cordova et al 2021 (via waterisotopesDB.org),12.7 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.903128742,0.045948792,,,,,,,,-19.12402282,0.109895308,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4878,NN-985,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Lower Greasewood,,,,,,,-109.847351,35.536757,1813.56,,,,,,,,6/2/16 14:43,Tulley-Cordova et al 2021 (via waterisotopesDB.org),41.5 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.967922654,0.028591284,,,,,,,,-33.08924399,0.161734198,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4879,NN-986,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Bitter Springs,,,,,,,-111.654074,36.665838,1501.75,,,,,,,,6/6/16 14:20,Tulley-Cordova et al 2021 (via waterisotopesDB.org),105.0 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.624136146,0.027739793,,,,,,,,-62.19648152,0.158524956,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4880,NN-987,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Nageezi,y?,,,,,,-107.733227,36.246692,2127.504,,,,,,,,5/31/16 16:25,Tulley-Cordova et al 2021 (via waterisotopesDB.org),15.5 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.435512749,0.026236215,,,,,,,,-32.65160362,0.115822673,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4881,NN-988,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Grey Mountain Summit,,,,,,,-111.690301,35.912882,2151.278,,,,,,,,6/3/16 9:13,Tulley-Cordova et al 2021 (via waterisotopesDB.org),56.6 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.749867189,0.017871474,,,,,,,,-43.26492478,0.157479201,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4882,NN-989,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Wide Ruins WX,y?,,,,,,-109.514629,35.380616,1850.746,,,,,,,,6/2/16 10:35,Tulley-Cordova et al 2021 (via waterisotopesDB.org),86.6 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.840977115,0.010492835,,,,,,,,-45.86577472,0.136411664,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4883,NN-990,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Dilkon O&M,,,,,,,-110.329826,35.39448,1792.224,,,,,,,,6/2/16 14:00,Tulley-Cordova et al 2021 (via waterisotopesDB.org),2.1 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.884807944,0.057852855,,,,,,,,6.38339126,0.21970268,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4884,NN-991,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Kayenta PD,,,,,,,-110.251844,36.7129,1758.391,,,,,,,,6/6/16 9:28,Tulley-Cordova et al 2021 (via waterisotopesDB.org),113.1 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.151063992,0.017616231,,,,,,,,-51.78532906,0.089306002,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4885,NN-992,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Milk Mesa,,,,,,,-108.238455,35.887169,1897.685,,,,,,,,5/31/16 8:25,Tulley-Cordova et al 2021 (via waterisotopesDB.org),55.1 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.808923215,0.029427296,,,,,,,,-32.81397124,0.164534756,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4886,NN-993,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Inscription House,,,,,,,-110.762509,36.651721,2052.828,,,,,,,,6/6/16 11:51,Tulley-Cordova et al 2021 (via waterisotopesDB.org),163.4 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.838478584,0.012783167,,,,,,,,-55.32701279,0.139518736,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4887,NN-994,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Tuba City O&M,,,,,,,-111.235274,36.129566,1498.702,,,,,,,,6/2/16 10:38,Tulley-Cordova et al 2021 (via waterisotopesDB.org),55.5 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.186587213,0.015404549,,,,,,,,-45.09168905,0.067201191,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4888,NN-995,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Nageezi,y?,,,,,,-107.733227,36.246692,2127.504,,,,,,,,5/31/16 14:25,Tulley-Cordova et al 2021 (via waterisotopesDB.org),"29.1 g, no oil",Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.013080512,0.022567673,,,,,,,,-59.77016767,0.072572282,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4889,NN-996,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Beaver Springs SC,,,,,,,-109.050135,36.32589,2813.304,,,,,,,,6/7/16 12:25,Tulley-Cordova et al 2021 (via waterisotopesDB.org),252.6 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.914906826,0.024056345,,,,,,,,-62.89113349,0.09883112,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4890,NN-997,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Beaver Springs SC,,,,,,,-109.050135,36.32589,2813.304,,,,,,,,6/7/16 12:25,Tulley-Cordova et al 2021 (via waterisotopesDB.org),"306.0 g, no oil",Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.82810657,0.039392185,,,,,,,,-62.15958769,0.110567244,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4891,NN-998,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Burnham,,,,,,,-108.496084,36.365305,1654.759,,,,,,,,5/31/16 15:55,Tulley-Cordova et al 2021 (via waterisotopesDB.org),336.2 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.74286278,0.023979287,,,,,,,,-89.62668641,0.047865979,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4892,NN-999,Might be good to contact the lead author (per Waterisotopes.org data use suggestion),Modern,"O, H",Water,Water,,,,,,,Precipitation,Navajo Mountain School,,,,,,,-110.780493,37.058189,1717.548,,,,,,,,6/6/16 11:06,Tulley-Cordova et al 2021 (via waterisotopesDB.org),33.3 g,Water sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.799005739,0.02746672,,,,,,,,-51.84050162,0.046077215,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4893,S1,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,687255,4033868,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70895,0.00001,0.708960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4894,S2,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,687850,4033735,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70928,0.00001,0.709290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4895,S5,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,along road,,689200,4033410,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70912,0.00001,0.709130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4896,S7,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,along road,,690473,4033463,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70881,0.00001,0.708820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4897,S8,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,along road,,690522,4033868,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.709,0.00001,0.709010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4898,S9,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,690356,4034216,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.7089,0.00001,0.708910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4899,S10,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,689645,4034216,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70877,0.00001,0.708780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4900,S11,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,691043,4034317,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70885,0.00001,0.708860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4901,S13,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,693706,4034591,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70885,0.00001,0.708860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4902,S15,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,695252,4035080,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70887,0.00001,0.708880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4903,S16,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,695355,4034784,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70883,0.00001,0.708840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4904,S17,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,692709,4034567,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.7088,0.00001,0.708810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4905,S18,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,692095,4034358,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70886,0.00001,0.708870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4906,S19,,,Sr,Vegetal,,,,,,,,Rabbit brush,Sanostee Wash drainage near Sanostee,y,,floodplain,,691402,4034271,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70886,0.00001,0.708870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4907,SW1,,,Sr,Water,Water,,,,,,,Spring water,Sanostee? Pipe feeding pond,y,,pipe feeding pond,,689004,4033431,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70836,0.00001,0.708370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4908,N1,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,floodplain,,705831,4018152,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70956,0.00001,0.709570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4909,N2,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,floodplain,,703666,4017637,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70946,0.00001,0.709470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4910,N3,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,first terrace,,703410,4017637,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70954,0.00001,0.709550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4911,N4,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,first terrace,,704403,4017411,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70952,0.00001,0.709530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4912,N5,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,near irrigation ditch,,702900,4017794,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70959,0.00001,0.709600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4913,N6,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,road edge,,706506,4020175,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70948,0.00001,0.709490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4914,N7,,,Sr,Vegetal,,,,,,,,maize,Captain Tom's Wash drainage near Newcomb,y,,maize in field,,705995,4019696,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70968,0.00001,0.709690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4915,N8,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,floodplain,,708908,4018338,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70948,0.00001,0.709490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4916,N9,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,near irrigation ditch,,707488,4018059,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.7096,0.00001,0.709610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
