dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,neotomaSiteId,neotomaDatasetId,archiveType,proxy,proxyDetail,proxyGeneral,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,wNAmUncertainty,inThisCompilation,QC Certification,QC comments,link to lipdverse
MV0811-14JC.Du.2018,Mv0811-14JC,Pacific Ocean>North Pacific Ocean,34.3,-120,-591,10.1016/j.margeo.2017.11.014,,wNAm,,,MarineSediment,stratigraphy,flood layer,biophysical,,,flood,thickness,cm,abs,P,flood@surface,annual,annual,positive,1912,9065,60,7.968684468,0.09,TRUE,"SHA, CR",Data entered from table 2 of paper; Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/MV0811-14JC.Du.2018.html
MV99_PC14.Marchitto.2010,MV99_PC14,Pacific Ocean>North Pacific Ocean,25.2012,-112.7167,-541,10.1126/science.1194887,,www.ncdc.noaa.gov/paleo/study/10415,,,MarineSediment,Mg/Ca,bulk sediment,Mg/Ca,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=0.95858, salinity=34.157, pH=8.0466, clean=1, species=bulloides, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2221.6,13811.8,41.5,0.9203959748,1.9,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/MV99_PC14.Marchitto.2010.html
MV99-GC31.Barron.2012,MV99-GC31,Pacific Ocean>North Pacific Ocean,23.4672,-111.5985,-705,10.1029/2011PA002235,,10.1594/PANGAEA.824830?format=html#download,,,MarineSediment,BSi,bulk sediment,biophysical,,,BSi indicator of productivity and upwelling. Percent opal and number of diatoms/gram interpreted as inversly related to SST. Infering relative SST from upwelling.,BSi,percent,abs,upwelling,@surface,annual,annual,negative,824,13465,168,0.9842519685,0.15,TRUE,CR,cannot verify seasonality,http://lipdverse.org/wNAm/0_16_2/MV99-GC31.Barron.2012.html
MV99-GC41_PC14.Arellano-Torres.2019,MV99-GC41/PC14,Pacific Ocean>North Pacific Ocean,25.2,-112.7167,-540,10.1029/2018PA003479,,10.1594/PANGAEA.896898,,,MarineSediment,particle size,bulk sediment,biophysical,,,"fine fraction (dust <6.6 μm); when values are >55% discrete inputs of dust arrived at the core site (e.g., ~12, 10.7, 8.5, 7, 6, and 2.5 ka), possibly controlled by the combined effect of aridity episodes on land, followed by the storms and turbulence needed to inject dust into the troposphere",Percent_fine_fraction,percent,abs,DUST,@surface,annual,annual,positive,503.279,12537.5,86.611,0.9567945504,0.15,TRUE,SHA,Climate interpretation likely wet/dry periods; lat/lon updated to four decimals using google earth,http://lipdverse.org/wNAm/0_16_2/MV99-GC41_PC14.Arellano-Torres.2019.html
NBJ2015iso.Wong.2015,Natural Bridge Caverns,North America>United States Of America>Texas,29.69,-98.34,304,10.1016/j.quascirev.2015.06.023,,wNAm,,,Speleothem,Sr,calcite,biophysical,,,"Sr, digitized from figure 4, panel b, Wong et al., 2015. ""we interpret variations in NBJ trace-element concentrations to reflect relative changes in moisture conditions""",Sr,ppm,abs,P-E,@surface,annual,annual,negative,88.458,7000,35.383,,18.32,TRUE,CR,"Sr, digitized from figure 4, panel b, Wong et al., 2015. ""we interpret variations in NBJ trace-element concentrations to reflect relative changes in moisture conditions""",http://lipdverse.org/wNAm/0_16_2/NBJ2015iso.Wong.2015.html
NevadaPrecip.Hughes.1996,Nevada Climate Division 3,North America>United States Of America>Nevada,37.8,-115.8,1700,,,www.ncdc.noaa.gov/paleo/study/6384,,,Wood,TRW,ring width,biophysical,,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-46,7950,1,,6.58,TRUE,SHA,"DOI was incorrect, correct citation included but no DOI",http://lipdverse.org/wNAm/0_16_2/NevadaPrecip.Hughes.1996.html
NH-8P.Bhattacharya.2018,Mexican Marin,Pacific Ocean>North Pacific Ocean,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,www.ncdc.noaa.gov/paleo/study/24890,,,MarineSediment,dD,bulk sediment,isotope,,,JASPrecipPercent,precipitation,percent,abs,P,@surface,summer,summerOnly,positive,1460,24266,358.8,0.3795066414,4.34,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/NH-8P.Bhattacharya.2018.html
NorthCraterLake.Palmer.2002,North Crater Lake,North America>Canada>British Columbia,49.07,-120.02,2120,10.1023/A:1021644122727,,www.ncdc.noaa.gov/paleo/study/27330,,,LakeSediment,chironomid,assemblage,chironomid,WAPLS,7,51 lakes from British Columbia (Palmer et al. 2002),temperature,degC,abs,T,air@surface,summer,summerOnly,positive,7.341,12602.386,219.184,0.6670747496,1.4,TRUE,"DSK, MTO, YLA",,http://lipdverse.org/wNAm/0_16_2/NorthCraterLake.Palmer.2002.html
ODP_167_1019C.Barron.2003,ODP_167_1019C,Pacific Ocean>North Pacific Ocean,41.6829,-124.932,-946,10.1029/2002PA000768,,10.1594/PANGAEA.841946,,,MarineSediment,alkenone,UK37,alkenone,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,160,14940,130,1.182432432,1.7,TRUE,"LJ, DSK, JET",,http://lipdverse.org/wNAm/0_16_2/ODP_167_1019C.Barron.2003.html
ODP1019.Barron.2003,ODP1019,Pacific Ocean>North Pacific Ocean,41.682,-124.93,-980,10.1029/2002PA000768,,www.ncdc.noaa.gov/paleo/study/5867,,,MarineSediment,CaCO3,bulk sediment,biophysical,,,"""they postulate that higher CaCO3 values occur when coastal upwelling is weakened, causing increased blooms of coccolithophorids.""",CaCO3,g/cm2/yr,abs,upwelling,@surface,annual,annual,negative,160,15800,110,1.182432432,7.73,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ODP1019.Barron.2003.html
ODP1019.Barron.2003,ODP1019,Pacific Ocean>North Pacific Ocean,41.682,-124.93,-980,10.1029/2002PA000768,,www.ncdc.noaa.gov/paleo/study/5867,,,MarineSediment,pollen,single species,pollen,,,,Alnus,percent,abs,P-E,@surface,annual,annual,positive,160,16090,130,1.182432432,8.1,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ODP1019.Barron.2003.html
ODP1019.Barron.2003,ODP1019,Pacific Ocean>North Pacific Ocean,41.682,-124.93,-980,10.1029/2002PA000768,,www.ncdc.noaa.gov/paleo/study/5867,,,MarineSediment,pollen,single species,pollen,,,"Coastal fog and effective moisture ""Increasingly warm and dry continental conditions are suggested for the early part of the middle Holocene by a steady decline in alder pollen and modest increase in oak; but starting at ca. 5.2 ka, coastal redwood (Sequoia sempervirens) and alder begin a steady rise, arguing for increasing effective moisture and the development of the north coast temperate rain forest.""",Sequoia,percent,abs,upwelling,@surface,annual,annual,positive,160,16090,130,1.182432432,0.41,TRUE,"CR, DSK",,http://lipdverse.org/wNAm/0_16_2/ODP1019.Barron.2003.html
ODP1019.Lopez.2018,ODP1019,Pacific Ocean>North Pacific Ocean,41.683,-124.933,-980,10.1029/2018PA003352,,www.ncdc.noaa.gov/paleo/study/24150,,,MarineSediment,diatom,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,annual,annual,positive,31,7244,365.5,1.525024262,1.1,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ODP1019.Lopez.2018.html
OregonCaves.Ersek.2012,Oregon Caves,North America>United States Of America>Oregon,42.083,-123.416,1390,10.1038/ncomms2222,,www.ncdc.noaa.gov/paleo/study/13543,,,Speleothem,d13C,calcite,isotope,,,"""An increase in precipitation may cause lower speleothem d13C directly through its effects on cave hydrology and indirectly through its influence on surface biomass""",d13C,permil,abs,P-E,@surface,winter,winterOnly,positive,234.28,7991.74,2.58,3.609428859,1.07,TRUE,CR,"The hydrologic system at OCNM responds rapidly to these seasonal changes in precipitation. Observations at the cave show that after summer desiccation, dripwater is initiated within a month of the onset of the winter rainy season, and ends in the early summer after runoff of snowmelt.",http://lipdverse.org/wNAm/0_16_2/OregonCaves.Ersek.2012.html
OregonCaves.Ersek.2012,Oregon Caves,North America>United States Of America>Oregon,42.083,-123.416,1390,10.1038/ncomms2222,,www.ncdc.noaa.gov/paleo/study/13543,,,Speleothem,d18O,calcite,isotope,,,"“hydrologic system at OCNM responds rapidly to these seasonal changes in precipitation. Observations at the cave show that after summer desiccation, dripwater is initiated within a month of the onset of the winter rainy season, and ends in the early summer after runoff of snowmelt.” (Ersek et al., 2012)",d18O,permil,abs,T,air@condensation,winter,winterOnly,positive,234.28,7991.74,2.58,3.609428859,0.23,TRUE,KR,"hydrologic system at OCNM responds rapidly to these seasonal changes in precipitation. Observations at the cave show that after summer desiccation, dripwater is initiated within a month of the onset of the winter rainy season, and ends in the early summer after runoff of snowmelt.",http://lipdverse.org/wNAm/0_16_2/OregonCaves.Ersek.2012.html
OroLake.Michels.2007,Oro Lake,North America>Canada>Saskatchewan,49.7842,-105.3487,686,10.1111/j.1365-2486.2007.01367.x,,www.ncdc.noaa.gov/paleo/study/23073,20690,20690,LakeSediment,diatom,assemblage,other microfossil,,,,logSalinity,g,abs,P-E,lakeSalinity,annual,annual,negative,76.284,6896.144,21.687,1.026414032,0.36,TRUE,CR,seasonality not specified but infered from general discussion in text,http://lipdverse.org/wNAm/0_16_2/OroLake.Michels.2007.html
OwensLake.Benson.2002,OwensLake,North America>United States Of America>California,36.4367,-117.9683,1085,10.1016/S0277-3791(01)00048-8,,www.ncdc.noaa.gov/paleo/study/5472,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,annual,annual,positive,1018.28,13516.746,63.14,1.912268752,2.89,TRUE,CR,closed lake P-E d180 interpreation,http://lipdverse.org/wNAm/0_16_2/OwensLake.Benson.2002.html
P1B3.deVernal.2005,P1B3,Arctic Ocean,73.683,-162.66,-201,10.1029/2005PA001157,,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,summer,summer+,positive,125.61,9626,49.9,1.052588367,1.7,TRUE,LJ,,http://lipdverse.org/wNAm/0_16_2/P1B3.deVernal.2005.html
P1B3.deVernal.2005,P1B3,Arctic Ocean,73.683,-162.66,-201,10.1029/2005PA001157,,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,,Sea_Ice_months,months/year,abs,ICE,sea@surface,annual,annual,positive,125.61,9626,49.9,1.052588367,1.57,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/P1B3.deVernal.2005.html
P1B3.deVernal.2005,P1B3,Arctic Ocean,73.683,-162.66,-201,10.1029/2005PA001157,,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,,temperatureComposite,degC,anom,T,sea@surface,summer + winter,annual,positive,125.61,9626,49.9,1.052588367,1.2,TRUE,LJ,"this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/wNAm/0_16_2/P1B3.deVernal.2005.html
ParadiseLake.Steinman.2016,Paradise,North America>Canada>British Columbia,54.685,-122.617,733,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo/study/21250,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,winter,winterOnly,negative,-57.5,9100.4,17.4,1.528734754,0.73,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ParadiseLake.Steinman.2016.html
ParadiseLake.Steinman.2016,Paradise,North America>Canada>British Columbia,54.685,-122.617,733,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo/study/21250,,,LakeSediment,d13C,bulk sediment,isotope,,,lake level,d13C,permil,abs,P-E,lakeLevel@surface,winter,winterOnly,negative,-57.5,9100.4,17.4,1.528734754,0.71,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ParadiseLake.Steinman.2016.html
ParkPond1.Lynch.1998,Park Pond 1,North America>United States Of America>Wyoming,43.47,-109.96,2705,10.1890/0012-9658(1998)079[1320:OOAPFV]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1792,10.21233/N3175N,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,227,5233,224,0.3995205753,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/ParkPond1.Lynch.1998.html
ParkPond1.Lynch.1998,Park Pond 1,North America>United States Of America>Wyoming,43.47,-109.96,2705,10.1890/0012-9658(1998)079[1320:OOAPFV]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1792,10.21233/N3175N,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,227,5233,224,0.3995205753,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/ParkPond1.Lynch.1998.html
ParkPond1.Lynch.1998,Park Pond 1,North America>United States Of America>Wyoming,43.47,-109.96,2705,10.1890/0012-9658(1998)079[1320:OOAPFV]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1792,10.21233/N3175N,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,227,5233,224,0.3995205753,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/ParkPond1.Lynch.1998.html
ParkPond1.Lynch.1998,Park Pond 1,North America>United States Of America>Wyoming,43.47,-109.96,2705,10.1890/0012-9658(1998)079[1320:OOAPFV]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1792,10.21233/N3175N,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,227,5233,224,0.3995205753,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/ParkPond1.Lynch.1998.html
PinkPanther.Asmerom.2007,Pink Panther,North America>United States Of America>New Mexico,32.083,-105.167,1245,10.1130/G22865A.1,,www.ncdc.noaa.gov/paleo/study/9739,,,Speleothem,d18O,calcite,isotope,,,,d18O,permil,abs,P,amount@surface,annual,annual,negative,25,12087,17,2.755741127,0.48,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/PinkPanther.Asmerom.2007.html
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1842,10.21233/N3C36R,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,19,10754,144,0.5589194224,2,TRUE,TB,min temperaturs in this record @ 7ka contrast regional trends (KJB),http://lipdverse.org/wNAm/0_16_2/Pixie.Brown.2002.html
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1842,10.21233/N3C36R,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,19,10754,144,0.5589194224,3,TRUE,TB,min temperaturs in this record @ 7ka contrast regional trends (KJB),http://lipdverse.org/wNAm/0_16_2/Pixie.Brown.2002.html
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1842,10.21233/N3C36R,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,19,10754,144,0.5589194224,2.1,TRUE,TB,min temperaturs in this record @ 7ka contrast regional trends (KJB),http://lipdverse.org/wNAm/0_16_2/Pixie.Brown.2002.html
PixieLake.Brown.2006,Pixie Lake,North America>Canada>British Columbia,48.6,-124.2,67,10.1016/j.quascirev.2006.02.020,,wNAm,1842,10.21233/N3C36R,LakeSediment,pollen,assemblage,pollen,DWHI-MAP,,reflect the relationship between species distribution and precipitation in the seasonal rainforest. MAP_updated,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-44,11974,145.5,0.5824596439,368,TRUE,KJB,,http://lipdverse.org/wNAm/0_16_2/PixieLake.Brown.2006.html
Posy.Shafer.1989,Posy Lake,North America>United States Of America>Utah,37.94,-111.7,2653,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1905,10.21233/N3BS9G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-39,9366.6,315,0.5315981968,2,TRUE,TB,cannot validate elevation,http://lipdverse.org/wNAm/0_16_2/Posy.Shafer.1989.html
Posy.Shafer.1989,Posy Lake,North America>United States Of America>Utah,37.94,-111.7,2653,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1905,10.21233/N3BS9G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-39,9366.6,315,0.5315981968,3,TRUE,TB,cannot validate elevation,http://lipdverse.org/wNAm/0_16_2/Posy.Shafer.1989.html
Posy.Shafer.1989,Posy Lake,North America>United States Of America>Utah,37.94,-111.7,2653,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1905,10.21233/N3BS9G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-39,9366.6,315,0.5315981968,2.1,TRUE,TB,cannot validate elevation,http://lipdverse.org/wNAm/0_16_2/Posy.Shafer.1989.html
Posy.Shafer.1989,Posy Lake,North America>United States Of America>Utah,37.94,-111.7,2653,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1905,10.21233/N3BS9G,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-39,9366.6,315,0.5315981968,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Posy.Shafer.1989.html
PS1410-06GC.Barron.2019,PS1410-06GC,Pacific Ocean>North Pacific Ocean,37.3317,-123.3992,-2165,10.1016/j.quaint.2019.12.019,,wNAm,,,MarineSediment,pollen,single species,pollen,,,"""record of Sequoia sempervirens (coastal redwood), a proxy for fog and coastal upwelling""",Sequoia,percent,abs,upwelling,@surface,summer,summerOnly,positive,1085,11255,293,0.1966568338,,TRUE,CR,fails Holocene age control but fills important upwelling geographic coverage,http://lipdverse.org/wNAm/0_16_2/PS1410-06GC.Barron.2019.html
PS1410-06GC.Barron.2019,PS1410-06GC,Pacific Ocean>North Pacific Ocean,37.3317,-123.3992,-2165,10.1016/j.quaint.2019.12.019,,wNAm,,,MarineSediment,BSi,bulk sediment,biophysical,,,BSi indicator of productivity and upwelling,BSi,percent,abs,upwelling,@surface,summer,summerOnly,positive,957,11513,36,0.1894657067,,TRUE,CR,fails Holocene age control but fills important upwelling geographic coverage,http://lipdverse.org/wNAm/0_16_2/PS1410-06GC.Barron.2019.html
PyramidLake.Benson.2001,Pyramid Lake,North America>United States Of America>Nevada,40.072,-119.5835,1156,10.1016/S0277-3791(01)00048-8,,https://www.ncdc.noaa.gov/paleo/study/5472,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,annual,annual,negative,108,7629.886,8,3.98836143,1.09,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/PyramidLake.Benson.2001.html
Quartz.Wooller.2012,Quartz Lake,North America>United States Of America>Alaska,64.206,-145.814,293,10.1007/s10933-012-9610-9,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,chironomid,assemblage,chironomid,WAPLS,7,northwest North American training set (Barley 2006),temperature,degC,abs,T,air@surface,summer,summerOnly,positive,777,10949,193.5,1.376327173,1.4,TRUE,"YLA, MTO",,http://lipdverse.org/wNAm/0_16_2/Quartz.Wooller.2012.html
rainbow.Clegg.2011,Rainbow Lake,North America>United States Of America>Alaska,60.7167,-150.8,63,10.1073/pnas.1110913108,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,chironomid,assemblage,chironomid,WAPLS,7,northwest North American training set (Barley 2006),temperature,degC,abs,T,air@surface,summer,summerOnly,positive,-54,13505.544,307.139,0.9955201593,1.4,TRUE,"MTO, YLA",,http://lipdverse.org/wNAm/0_16_2/rainbow.Clegg.2011.html
RainbowLake.Shuman.2016,Rainbow Lake,North America>United States Of America>Wyoming,44.94,-109.5,2960,10.1016/j.quascirev.2016.03.009,,wNAm,,,LakeSediment,stratigraphy,core transect,biophysical,,,,lakeLevel,m,abs,P-E,lakeLevel@surface,annual,annual,positive,50,17900,50,,0.94,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/RainbowLake.Shuman.2016.html
Ranger.Brubaker.1983,Ranger Lake,North America>United States Of America>Alaska,67.15,-153.65,820,10.1016/0033-5894(83)90077-7,,www.ncdc.noaa.gov/paleo/study/15444,1955,10.21233/N31659,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,anom,T,air@surface,coldest,winter+,positive,0,35525,323,0.4166666667,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Ranger.Brubaker.1983.html
Ranger.Brubaker.1983,Ranger Lake,North America>United States Of America>Alaska,67.15,-153.65,820,10.1016/0033-5894(83)90077-7,,www.ncdc.noaa.gov/paleo/study/15444,1955,10.21233/N31659,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,anom,T,air@surface,warmest month,summer+,positive,0,35525,323,0.4166666667,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Ranger.Brubaker.1983.html
Ranger.Brubaker.1983,Ranger Lake,North America>United States Of America>Alaska,67.15,-153.65,820,10.1016/0033-5894(83)90077-7,,www.ncdc.noaa.gov/paleo/study/15444,1955,10.21233/N31659,LakeSediment,pollen,assemblage,pollen,MAT,,,temperatureComposite,degC,anom,T,air@surface,coldest + warmest month,annual,positive,0,35525,323,0.4166666667,2.1,TRUE,"TB, CR",This time series was generated as the average of summer and winter reconstructions. Original programatic composite was incorrect.,http://lipdverse.org/wNAm/0_16_2/Ranger.Brubaker.1983.html
RantinLake.Pompeani.2012,Rantin Lake,North America>Canada>Yukon Territory,60.0296,-129.0323,720,10.1007/s10933-012-9602-9,,www.ncdc.noaa.gov/paleo/study/13095,,,LakeSediment,CaCO3,bulk sediment,biophysical,,,"""Higher carbonate concentrations in Core A-06 sediment after 9,500 cal yr BP indicates declining lake levels""",CaCO3,percent,abs,P-E,lakeLevel@surface,annual,annual,negative,3108,10940,30,1.532175689,3.7,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/RantinLake.Pompeani.2012.html
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1956,10.21233/N3GJ0W,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,10599,341.5,0.4717426172,2,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/wNAm/0_16_2/Rapid.Fall.1994.html
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1956,10.21233/N3GJ0W,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,10599,341.5,0.4717426172,3,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/wNAm/0_16_2/Rapid.Fall.1994.html
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1956,10.21233/N3GJ0W,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,10599,341.5,0.4717426172,2.1,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/wNAm/0_16_2/Rapid.Fall.1994.html
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1956,10.21233/N3GJ0W,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,0,10599,341.5,0.4717426172,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Rapid.Fall.1994.html
RC12-10.Poore.2003,RC12-10,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,23,-95.53,-3054,10.1029/2002PA000868,,www.ncdc.noaa.gov/paleo/study/27330,,,MarineSediment,foraminifera,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,winter,winterOnly,positive,614.285,13980.2,62.24,0.5269761275,1.4,TRUE,LJ,"digitized record. SST based on figure 3, bottom right panel",http://lipdverse.org/wNAm/0_16_2/RC12-10.Poore.2003.html
RedRock.Maher.1972,Red Rock,North America>United States Of America>Colorado,40.08,-105.54,3095,10.1016/0033-5894(72)90090-7,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1976,10.21233/N3236Z,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-239.8,10883.4,241.35,0.8990218642,2,TRUE,DSK,untenable minimum age,http://lipdverse.org/wNAm/0_16_2/RedRock.Maher.1972.html
RedRock.Maher.1972,Red Rock,North America>United States Of America>Colorado,40.08,-105.54,3095,10.1016/0033-5894(72)90090-7,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1976,10.21233/N3236Z,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-239.8,10883.4,241.35,0.8990218642,3,TRUE,DSK,untenable minimum age,http://lipdverse.org/wNAm/0_16_2/RedRock.Maher.1972.html
